url_path,views_total,views_unique
/fluxcd/flagger,1032,673
/fluxcd/flagger/blob/main/CHANGELOG.md,166,55
/fluxcd/flagger/tree/main/kustomize/podinfo,165,26
/fluxcd/flagger/tree/main/kustomize,155,35
/fluxcd/flagger/issues,136,43
/fluxcd/flagger/blob/main/kustomize/podinfo/deployment.yaml,134,30
/fluxcd/flagger/tree/main/charts/flagger,99,21
/fluxcd/flagger/blob/main/kustomize/podinfo/hpa.yaml,88,23
/fluxcd/flagger/blob/main/charts/flagger/values.yaml,82,22
/fluxcd/flagger/tree/main/charts,81,22
